"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","다중이용업소여부",
"61","숙박업","03_11_03_P","5020000","5030000-201-1990-00005","1990-05-09","","01","영업/정상","01","영업","","","","","054 278 0226","1065.56","790-863","경상북도 포항시 남구 해도동 110-19","경상북도 포항시 남구 중앙로41번길 35 (해도동)","37820","블랙","2023-08-23 11:31:40","U","2023-08-25 02:40:00","여관업","413357.288106601","281994.168870932","여관업","5","0","1","5","0","0","0","16","","","","임대","0","0","N",
"62","숙박업","03_11_03_P","5020000","5040000-201-2008-00002","2008-09-04","","01","영업/정상","01","영업","","","","","054 254 1020","1211.00","791-090","경상북도 포항시 북구 상원동 466-5 골드타워빌딩(7.8층)","경상북도 포항시 북구 불종로 51 (상원동,골드타워빌딩(7.8층))","37735","굿모닝모텔","2022-05-31 09:46:59","U","2022-06-04 02:40:00","여관업","413097.516920838","284614.042270761","여관업","11","1","7","8","0","0","4","29","","","","임대","","","N",
"63","숙박업","03_11_03_P","5020000","5040000-201-2004-00002","2004-01-20","","01","영업/정상","01","영업","","","","","054 2423355","2184.52","791-802","경상북도 포항시 북구 두호동 693 가동 지하1층~지상9층, 나동 1층","경상북도 포항시 북구 해안로 89, 가동 지하1층~지상9층, 나동 1층 (두호동)","37708","윈호텔","2022-08-25 17:18:33","U","2022-08-27 02:40:00","관광호텔","414171.414828731","286652.148204072","관광호텔","9","1","1","9","1","1","2","51","","","","","0","0","N",
"64","숙박업","03_11_03_P","5020000","5040000-201-2013-00002","2013-05-30","","01","영업/정상","01","영업","","","","","054 2510025","742.82","791-851","경상북도 포항시 북구 장성동 1419-4 2층","경상북도 포항시 북구 장량로114번길 6 (장성동)","37588","힐링무인텔","2024-04-25 10:51:14","U","2024-04-27 02:40:00","여관업","415449.58031727","289411.881809117","여관업","2","0","2","0","0","0","0","18","","","","자가","0","0","N",
"65","숙박업","03_11_03_P","5020000","5030000-201-1997-00018","1997-10-31","","01","영업/정상","01","영업","","","","","054 2836022","744.99","790-863","경상북도 포항시 남구 해도동 170-26","경상북도 포항시 남구 중앙로12번길 12 (해도동)","37811","다온호텔","2024-11-26 13:20:22","U","2024-11-28 02:40:00","일반호텔","413782.717316755","281906.979888945","일반호텔","5","1","1","5","0","0","0","23","","","","","0","0","N",
"66","숙박업","03_11_03_P","5020000","5040000-201-1999-00008","1999-05-21","","01","영업/정상","01","영업","","","","","054 2493500","0.00","791-062","경상북도 포항시 북구 동빈2가 123-11","경상북도 포항시 북구 서동로 105 (동빈2가)","37728","슈가모텔","2024-01-25 14:56:03","U","2024-01-27 02:40:00","여관업","413487.563070362","284824.658634623","여관업","0","0","0","0","0","0","12","10","","","","","0","0","N",
"67","숙박업","03_11_03_P","5020000","5030000-201-2003-00011","2003-10-06","","01","영업/정상","01","영업","","","","","054 2839911","1024.00","790-828","경상북도 포항시 남구 상도동 584-13번지","경상북도 포항시 남구 중흥로61번길 8-5 (상도동)","37761","맥스모텔","2017-11-20 17:34:28","I","2018-08-31 23:59:59","여관업","411639.92683558","281631.475089997","여관업","5","0","1","5","0","0","2","26","","","","자가","","","N",
"68","숙박업","03_11_03_P","5020000","5040000-201-2016-00009","2016-10-31","","01","영업/정상","01","영업","","","","","054 254 2300","1095.87","791-851","경상북도 포항시 북구 장성동 1413-6번지","경상북도 포항시 북구 천마로71번길 23, 1~3층 (장성동)","37587","스위트 9-1","2018-03-14 17:54:03","I","2018-08-31 23:59:59","여관업","415590.366517353","289576.386320707","여관업","3","0","1","3","0","0","0","11","","","","자가","0","0","N",
"69","숙박업","03_11_03_P","5020000","5030000-201-2004-00001","2004-02-18","","01","영업/정상","01","영업","","","","","054 2558888","1180.20","790-826","경상북도 포항시 남구 대잠동 930","경상북도 포항시 남구 새천년대로460번길 20 (대잠동)","37760","리치호텔","2023-05-23 13:34:02","U","2023-05-25 02:40:00","일반호텔","411635.823473591","281998.851203009","일반호텔","7","0","1","7","0","0","5","32","","","","자가","0","0","N",
"70","숙박업","03_11_03_P","5020000","5040000-214-2016-00002","2016-11-21","","01","영업/정상","01","영업","","","","","054 249 3000","498.24","791-861","경상북도 포항시 북구 송라면 광천리 491-1번지","경상북도 포항시 북구 송라면 보경로196번길 41-84, C-1,2,3,4,5동 1~2층","37511","송라아쿠아","2018-03-14 17:54:29","I","2018-08-31 23:59:59","숙박업(생활)","411122.996128908","306769.680436947","숙박업(생활)","0","0","1","2","0","0","0","8","","","","","0","0","N",
"71","숙박업","03_11_03_P","5020000","5030000-201-1993-00001","1993-12-29","","01","영업/정상","01","영업","","","","","054 2841385","158.66","790-932","경상북도 포항시 남구 장기면 대진리 227 ,228","경상북도 포항시 남구 장기면 동해안로 3945 (,228)","37943","보령펜션","2020-07-15 10:44:44","U","2020-07-17 02:40:00","여관업","426912.052845164","272543.839687385","여관업","3","0","1","3","0","0","10","7","","","","","","","N",
"72","숙박업","03_11_03_P","5020000","5030000-201-1999-00001","1999-03-10","","01","영업/정상","01","영업","","","","","054 2723411","702.69","790-826","경상북도 포항시 남구 대잠동 944","경상북도 포항시 남구 새천년대로434번길 14 (대잠동)","37761","넘버25호텔","2023-07-21 16:42:14","U","2023-07-23 02:40:00","여관업","411439.527508179","281803.053966246","여관업","4","1","1","4","1","1","0","29","","","","","","","N",
"73","숙박업","03_11_03_P","5020000","5040000-201-1987-00001","1987-03-23","","01","영업/정상","01","영업","","","","","054 2443184","0.00","791-921","경상북도 포항시 북구 청하면 미남리 385-3","경상북도 포항시 북구 청하면 청하로 205-13","37515","청하여관","2024-12-07 18:03:34","U","2024-12-09 02:40:00","여관업","410282.982556723","302198.362077017","여관업","0","0","0","0","0","0","8","0","","","","","0","0","N",
"74","숙박업","03_11_03_P","5020000","5040000-201-1990-00003","1990-09-03","","01","영업/정상","01","영업","","","","","054 2822626","0.00","791-841","경상북도 포항시 북구 죽도동 52-6번지","경상북도 포항시 북구 죽도로40번길 33 (죽도동)","37745","금수장여관","2018-03-14 17:12:45","I","2018-08-31 23:59:59","여관업","412963.402975688","283718.006540147","여관업","0","0","0","0","0","0","9","10","","","","","","","N",
"75","숙박업","03_11_03_P","5020000","5030000-201-1983-00003","1983-09-02","","01","영업/정상","01","영업","","","","","054 2763813","160.02","790-801","경상북도 포항시 남구 구룡포읍 구룡포리 963-200","경상북도 포항시 남구 구룡포읍 호미로221번길 10-5","37933","영동여관","2024-07-31 09:15:16","U","2024-08-03 02:40:00","여관업","430250.067450748","279622.865895132","여관업","2","0","1","2","0","0","10","0","","","","","0","0","N",
"76","숙박업","03_11_03_P","5020000","5030000-201-2006-00006","2006-12-22","","01","영업/정상","01","영업","","","","","054 2765858","1770.78","790-801","경상북도 포항시 남구 구룡포읍 구룡포리 962-1 구룡포여의주타워, 7~9층","경상북도 포항시 남구 구룡포읍 호미로 225, 구룡포여의주타워, 7~9층","37933","(주)그라미","2024-04-25 11:34:08","U","2024-04-27 02:40:00","일반호텔","430352.463021549","279688.858392589","일반호텔","9","2","7","9","0","0","3","41","","","","임대","","","N",
"77","숙박업","03_11_03_P","5020000","5030000-201-1996-00001","1996-07-01","","01","영업/정상","01","영업","","","","","054 2845300","479.58","790-826","경상북도 포항시 남구 대잠동 932-7번지","경상북도 포항시 남구 중섬로 11-1 (대잠동)","37760","다이너스 모텔","2018-08-03 10:25:11","I","2018-08-31 23:59:59","여관업","411482.527934132","281928.237782702","여관업","4","1","1","4","0","0","21","0","","","","자가","","","N",
"78","숙박업","03_11_03_P","5020000","5030000-201-2003-00005","2003-07-03","","01","영업/정상","01","영업","","","","","054 2750327","983.65","790-826","경상북도 포항시 남구 대잠동 924-3","경상북도 포항시 남구 새천년대로450번길 3 (대잠동)","37760","호텔얌 포항터미널점","2024-01-24 10:37:57","U","2024-01-26 02:40:00","여관업","411452.643825337","282013.633537362","여관업","5","0","1","5","0","0","2","27","","","","자가","","","N",
"79","숙박업","03_11_03_P","5020000","5040000-201-1999-00012","1999-02-23","","01","영업/정상","01","영업","","","","","054 276 0503","495.00","791-819","경상북도 포항시 북구 죽도동 35-37","경상북도 포항시 북구 중앙로182번길 1 (죽도동)","37787","시티텔","2022-08-31 14:43:10","U","2022-09-03 02:40:00","여관업","413311.787514863","283600.014765477","여관업","0","0","0","0","0","0","4","15","","","","","0","0","N",
"80","숙박업","03_11_03_P","5020000","5040000-214-2017-00001","2017-03-13","","01","영업/정상","01","영업","","","","","054 241 8899","657.22","791-863","경상북도 포항시 북구 송라면 화진리 90-2","경상북도 포항시 북구 송라면 봉화길 297, 1,2동 1~2층","37512","더케이프","2021-03-08 11:30:14","U","2021-03-10 02:40:00","숙박업(생활)","414028.960754784","307239.866377791","숙박업(생활)","1","2","1","2","0","0","0","8","","","","","0","0","N",
"81","숙박업","03_11_03_P","5020000","5030000-201-1998-00008","1998-12-21","","01","영업/정상","01","영업","","","","","054 2816112","996.45","790-826","경상북도 포항시 남구 대잠동 942-24","경상북도 포항시 남구 새천년대로422번길 11-3 (대잠동)","37761","팜파스장","2024-12-17 14:34:24","U","2024-12-19 02:40:00","여관업","411368.054616799","281754.406239724","여관업","4","1","1","4","1","1","4","30","","","","","","","N",
"82","숙박업","03_11_03_P","5020000","5030000-201-1987-00012","1987-11-28","","01","영업/정상","01","영업","","","","","","492.81","790-826","경상북도 포항시 남구 대잠동 928","경상북도 포항시 남구 새천년대로460번길 14 (대잠동)","37760","빌라 달리아","2024-12-10 13:30:16","U","2024-12-12 02:40:00","일반호텔","411578.587378566","282043.583516965","일반호텔","3","1","1","3","1","1","4","11","","","","자가","","","N",
"83","숙박업","03_11_03_P","5020000","5030000-201-1990-00009","1990-05-18","","01","영업/정상","01","영업","","","","","054 2812452","765.92","790-863","경상북도 포항시 남구 해도동 118-5","경상북도 포항시 남구 중앙로11번길 12 (해도동)","37820","보문모텔","2025-01-02 11:42:45","U","2025-01-04 02:40:00","일반호텔","413548.891927575","281882.250808312","일반호텔","3","1","1","3","1","1","9","10","","","","자가","0","0","N",
"84","숙박업","03_11_03_P","5020000","5040000-201-1988-00003","1988-12-30","","01","영업/정상","01","영업","","","","","054 2441551","576.00","791-070","경상북도 포항시 북구 여천동 77","경상북도 포항시 북구 동빈로 20-1 (여천동)","37736","포항죽도시장 L(엘)모텔","2023-03-02 11:11:54","U","2023-03-04 02:40:00","여관업","413424.182994684","284643.280899845","여관업","0","0","0","0","0","0","2","20","","","","","","","N",
"85","숙박업","03_11_03_P","5020000","5040000-201-2003-00005","2003-04-24","","01","영업/정상","01","영업","","","","","054251 4535","754.09","791-842","경상북도 포항시 북구 죽도동 135-106","경상북도 포항시 북구 칠성천길 98-2 (죽도동)","37739","다온모텔","2021-04-26 13:07:19","U","2021-04-28 02:40:00","여관업","413025.07331497","284255.484855249","여관업","5","0","1","5","0","0","2","22","","","","자가","","","N",
"86","숙박업","03_11_03_P","5020000","5040000-201-2015-00001","2015-02-11","","01","영업/정상","01","영업","","","","","054 286 3700","1530.62","791-845","경상북도 포항시 북구 죽도동 715-2","경상북도 포항시 북구 중흥로101번길 8-4 (죽도동)","37758","타히티호텔","2024-09-04 11:35:35","U","2024-09-06 02:40:00","일반호텔","411869.042437715","281940.043144457","일반호텔","0","0","2","3","0","0","0","22","","","","","0","0","N",
"87","숙박업","03_11_03_P","5020000","5040000-201-2002-00013","2002-06-07","","01","영업/정상","01","영업","","","","","054 2627759","","791-945","경상북도 포항시 북구 흥해읍 매산리 594-8","경상북도 포항시 북구 흥해읍 신흥로 514","37533","베니스장여관","2024-12-08 12:45:52","U","2024-12-10 02:40:00","여관업","407001.657875925","292955.406017082","여관업","3","0","1","3","0","0","3","20","","","","자가","0","0","N",
"88","숙박업","03_11_03_P","5020000","5040000-201-2003-00025","2002-10-14","","01","영업/정상","01","영업","","","","","054 2322701","","791-062","경상북도 포항시 북구 동빈2가 137-3","경상북도 포항시 북구 중앙로298번길 27-10 (동빈2가)","37736","운하모텔","2022-09-19 13:39:58","U","2022-09-21 02:40:00","여관업","413477.825952063","284741.384507856","여관업","5","0","1","5","0","0","3","28","","","","자가","","","N",
"89","숙박업","03_11_03_P","5020000","5030000-201-1995-00010","1995-05-04","","01","영업/정상","01","영업","","","","","054 277 2127","1166.51","790-826","경상북도 포항시 남구 대잠동 934-7","경상북도 포항시 남구 새천년대로450번길 20-1 (대잠동)","37760","호텔라테라스","2023-08-23 11:34:20","U","2023-08-25 02:40:00","여관업","411570.130441642","281902.098813435","여관업","7","0","1","7","0","0","43","0","","","","자가","0","0","N",
"90","숙박업","03_11_03_P","5020000","5040000-201-1996-00008","1996-03-04","","01","영업/정상","01","영업","","","","","054  2758884","","791-841","경상북도 포항시 북구 죽도동 58-11","경상북도 포항시 북구 중흥로330번길 31 (죽도동)","37774","토우드모텔","2021-03-08 11:50:15","U","2021-03-10 02:40:00","여관업","413235.55977934","283524.01348831","여관업","0","0","0","0","0","0","2","18","","","","","","","N",
"91","숙박업","03_11_03_P","5020000","5030000-201-1998-00003","1998-03-20","","01","영업/정상","01","영업","","","","","054 2811968","743.40","790-828","경상북도 포항시 남구 상도동 662-1","경상북도 포항시 남구 중섬로 56 (상도동)","37771","꿈모텔","2021-05-18 10:25:00","U","2021-05-20 02:40:00","여관업","411831.80114276","281660.652789925","여관업","4","1","1","4","0","0","27","0","","","","임대","","","N",
