"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","승려수","신도수","창립연대","유래연혁","지정취소","지정취소일자","지정취소사유","전통사찰명",
"46","전통사찰","03_07_11_P","5070000","CDFD1014","1988-07-21","","01","영업/정상","05","지정","","","","","054-852-9126","","","경상북도 안동시 태화동 605번지 (760-905)","경상북도 안동시 서악길 67-14 (태화동)","760-904","서악사","2011-11-29 14:00:52","I","2018-08-31 23:59:59","","352984.027240515","341453.266846422","3","600","","태화산 기슭에 자리잡은 서악사는 옥동지구의 개발로 도심속 시민들의 휴식과 신앙지로 새로이 변모되고 있다.  천년고찰 서악사는 본존인 극락전을 중심으로 가람이 형성되어 있고 우측면에 관왕묘가 위치하여 있다.  문간채인 요사를 들어서면 넓지는 않지만 아담한 크기의 중정이 있다. 본전인 극락전은 문간채의 맞은 편에 250cm 정도의 자연석 석축 위에 건축되어 있다.   극락전의 좌우에 하나씩의 건물이 배 치되어 있는데 왼쪽 건물은 현재 종무소로 사용하고 있는 응향각이고 오른쪽은 약사여래좌상 독성 산신상을 모시고 있는 산령각이 배치되어 있다. 산령각 앞에는 최근 신축한 천불전이 자리잡고 있고 이 건물과 마주보는 위치에 심검당(尋劍堂) 설선당(設禪當)이라는 편액이 붙어 있는 요사채가 배치되어 전체적인 평면 구성은 ㅁ 자형으로 가람이 형성되어 있다. 응향각은 극락전의 좌측에 자연석으로 기단과 주초석을 놓고 기둥을 세웠다. 정면 3칸, 측면 2칸의 규모이고 현재 종무소로 사용하고 있다. 지붕은 홑처마 맞배지붕에 풍판은 없다. 설선당과 심검당은 응향각 앞에 있는 요사이다. 정면4칸, 측면 2칸의 규모이고 홑처마 맞배지붕이다.","N","","","서악사",
"47","전통사찰","03_07_11_P","5070000","CDFD1015","1988-07-21","","01","영업/정상","05","지정","","","","","054-852-7870","","","경상북도 안동시 안기동 276번지 (760-269)","경상북도 안동시 제비원로 370-13  (안기동,(760-269))","","석수암","2008-12-19 10:21:29","I","2018-08-31 23:59:59","","353442.821562216","343929.722264455","2","500","","신라시대 도선국사(道詵國師)가 창건한 것으로 알려져 있고 그 후의 연혁은 알려져 있지 않다. 이곳은 옛날부터 돌이 많고 맑고 깨끗한 물이 바위틈으로 흘러 마르지 않아 석수암이라 이름지었다. 경내에는 도선국사가 석수암을 짓고 이를 기념하기 위하여 심었다는 향나무가 있다.
현재 경상북도 기념물 제106호로 지정되어 있으며 수령은 약400여년 정도이다. 경내 건물로는 대웅전, 무량수전, 산령각과 1983년 관음전을 건립할 당시 발굴된 석불좌상이있다.","N","","","석수암",
"48","전통사찰","03_07_11_P","5070000","CDFD1016","1988-10-12","","01","영업/정상","05","지정","","","","","054-859-0475","","","경상북도 안동시 남후면 검암리 596번지 (760-893)","경상북도 안동시 북후면 산북로 260-14","760-893","석탑사","2011-11-29 13:48:57","I","2018-08-31 23:59:59","","347761.476425745","338352.888819876","1","70","","학가산의 북쪽 산록에 자리잡고 있는 석탑사는 681년(신라 신문왕 원년) 의상조사가 창건하였다고 전하나 확실치는 않다. 초창 당시에는 상당한 규모를 갖춘 도량으로서 대웅전 미타전 관음전 시왕정 청풍루 요사 등 많은 건물을 가지고 있었으나 수차의 국난으로 대부분 소실되고 현재는 원통전(정면3칸, 측면2칸)과 산신각(정면1칸, 측면1칸) 요사(정면3칸, 측면2칸) 범종각(구경 43cm, 높이 69cm)으로 된 작은 규모의 절이다.
  석탑사는 1962년 9월 23일 사찰로써 관등록을 필하였고 1982년 12월 18일 경내에 해우소(화장실)을 건립하고, 1987년 음력 7월 7일(칠석)에 정면 3칸, 측면 2칸의 요사가 좁아서 뒤를 시멘트로 확장하였으며, 1988년 10월에 전통사찰로 등록하여 현재에 이르고 있다.  
  입구에 자연석으로 축조한 5층의 자연석탑(경상북도 문화재자료 제343호 안동 석탑리 방단형적석탑)이 있으나, 최초 창건에서부터 기록은 전혀 남아있지 않아서 자세한 내력은 알 수 없고 근래의 기록만 알 수 있을 뿐이다.","N","","","석탑사",
"49","전통사찰","03_07_11_P","5080000","CDFD1001","2000-09-01","","01","영업/정상","05","지정","","","","","","","","경상북도 구미시 해평면 송곡리 403번지","","","도리사","2003-06-10 16:36:35","I","2018-08-31 23:59:59","","325688.041661465","307008.505678236","0","0","","","N","","","도리사",
"50","전통사찰","03_07_11_P","5080000","CDFD1002","2000-12-18","","01","영업/정상","05","지정","","","","","","","","경상북도 구미시 선산읍 죽장리 505번지","","","법륜사","2003-06-12 10:45:53","I","2018-08-31 23:59:59","","","","0","0","","","N","","","법륜사",
"51","전통사찰","03_07_11_P","5080000","CDFD1003","2003-06-10","","01","영업/정상","05","지정","","","","","","","","경상북도 구미시 무을면 상송리 12번지","","","수다사","2003-06-10 16:55:41","I","2018-08-31 23:59:59","","304683.140292874","309830.361449888","0","0","","","N","","","수다사",
"52","전통사찰","03_07_11_P","5080000","CDFD1004","2000-10-01","","01","영업/정상","05","지정","","","","","474-3592","","","경상북도 구미시 해평면 해평리 525번지","","","보천사","2003-06-10 17:00:07","I","2018-08-31 23:59:59","","","","0","0","","","N","","","보천사",
"53","전통사찰","03_07_11_P","5080000","CDFD1005","2000-10-10","","01","영업/정상","05","지정","","","","","","","","경상북도 구미시 선산읍 노상리 159번지","","","원각사","2003-06-10 17:16:41","I","2018-08-31 23:59:59","","","","0","0","","","N","","","원각사",
"54","전통사찰","03_07_11_P","5080000","CDFD1006","2003-06-10","","01","영업/정상","05","지정","","","","","","","","경상북도 구미시 남통동 산 94번지","","","해운사","2003-06-10 17:23:01","I","2018-08-31 23:59:59","","316717.527794699","289486.501637249","0","0","","","N","","","해운사",
"55","전통사찰","03_07_11_P","5080000","CDFD1007","2000-10-09","","01","영업/정상","05","지정","","","","","","","","경상북도 구미시 옥성면 옥관리 1090번지","","","대둔사","2003-06-10 17:26:03","I","2018-08-31 23:59:59","","311446.92001145","315749.689592486","0","0","","","N","","","대둔사",
"56","전통사찰","03_07_11_P","5090000","CDFD1002","1988-07-21","","01","영업/정상","05","지정","","","","","054-637-1900","","","경상북도 영주시 이산면 석포리 1380번지","","","흑석사","2013-10-14 10:42:59","I","2018-08-31 23:59:59","","","","0","0","","흑석사는 통일신라시대에 의상대사가 창건했다. 
임진왜란 때에 소실되어 폐찰로 내려오다가 8.15광복 후 소백산 일대 소개령에 의하여
순흥 초암사에 계시던 김상호 스님에 의하여 초암사 재목을 옮겨와 중창된 것이다.
흑석사란 이름의 유래는 절 가까운 마을 이름을 흑석이라 부른데서 연유하였다고 전해
지는데, 마을 뒷편 산자락에 검은 빛깔의 커다란 바위가 있는데서 유래하였다고 한다.","N","","","흑석사",
"57","전통사찰","03_07_11_P","5090000","CDFD1003","1988-07-21","","01","영업/정상","05","지정","","","","","054-638-2400","","","경상북도 영주시 풍기읍 수철리 313-3번지","경상북도 영주시 풍기읍 죽령로1720번길 278","750-800","희방사","2013-09-10 15:16:39","I","2018-08-31 23:59:59","","329782.203414176","380807.469914242","0","0","","희방사는 호랑이와의 인연에 의해 지어졌다는 매우 독특한 창건설화를 갖고 있다
선덕여왕12년(643)에 두운조사가 창건했으며,  철종 1년(1850)에 화재로 소실되었던 것을 강월화상이 
다시 중창하였다. 
그러나 6.25때 4동 20여 칸의 당우와 사찰에 보관되어 오던 '월인석보'권1권과 권2는 판본마저 소실되었다.
하지만 이상하게도 주존불은 무사하여 두운조사가 기거하던 천연동굴 속에 봉안하였다가 
1954년 주지 안대근화상이 대웅전을 중건하고 다시 큰 법당에 모셨다.","N","","","희방사",
"58","전통사찰","03_07_11_P","5090000","CDFD1004","1988-07-21","","01","영업/정상","05","지정","","","","","054638-5033","","","경상북도 영주시 풍기읍 삼가리 391번지","경상북도 영주시 풍기읍 삼가로 661-29","750-800","비로사","2013-09-10 14:54:43","I","2018-08-31 23:59:59","","333458.743766103","382980.749364743","0","0","","680년(문무왕 20)에 의상대사가 창건한 신라고찰로서 불상, 비, 당간지주 등의 유물이 남아있어 이 절의 깊은 내력을 말해주고 있다.   진공대사는 신라 왕계(王系)의 자손으로 가야산에 입산하여 승려가 되었다.
937년(태조 20)에 태조에게 나아가 후삼국의 통일을 축하하고 열반하였다.  이에 태조는 진공(眞空)이라는 
시호를 내리고, 비로사에 보법탑비를 세우기에 이른다.","N","","","비로사",
"59","전통사찰","03_07_11_P","5090000","CDFD1005","1988-07-21","","01","영업/정상","05","지정","","","","","054-633-2322","","","경상북도 영주시 순흥면 배점리 524번지","경상북도 영주시 순흥면 죽계로315번길 330","750-812","초암사","2013-09-10 14:51:00","I","2018-08-31 23:59:59","","335904.624440841","383598.860473411","0","0","","신라시대 의상대사가 호국사찰을 세우고자 산수좋은 이곳에 초막을 지어 임시거처를 정하고 명당자리를 골라부석사를 세운 뒤 초막을 지었던 곳에 절을 지어 초암사라 했다.
도유형문화재인 3층석탑 등이 있으며, 초암사는 소백산의 그윽한 정취 속에 깃든 청정도량으로, 세속의 잡다한 생각을 버리게 하고 고요한 명상의 세계로 이끌어준다.","N","","","초암사",
"60","전통사찰","03_07_11_P","5090000","CDFD1006","1988-07-21","","01","영업/정상","05","지정","","","","","054-632-3767","","","경상북도 영주시 영주동 411-2번지","경상북도 영주시 중앙로63번길 41-10 (영주동)","750-909","포교당","2013-09-11 11:41:40","I","2018-08-31 23:59:59","","344577.782050287","370318.794590345","0","0","","영주시 도심의 대표적 사찰로 1903년 문경 김용사 직할 포교당으로 세워졌으나,
그 연도는 정확하지 않다.
창건 또한 지역사찰 공동모금 형식으로 이루어졌으며, 
이를 주도한 사찰이 김용사라고 한다.","N","","","포교당",
"61","전통사찰","03_07_11_P","5090000","CDFD1007","2003-02-04","","01","영업/정상","05","지정","","","","","054-636-5178","","","경상북도 영주시 풍기읍 창락리 산 36번지","","","유석사","2013-09-11 10:50:20","I","2018-08-31 23:59:59","","331539.31238467","378904.580151259","0","0","","유석사는 소백산의 도솔봉 남편에 있다. 
신라 효소왕 3년(694년) 창건되어 고려 공민왕 17년(1368)에 중창되었으며, 1928년 제봉스님이 중건하였다. 
신라 의상조사가 이 절 앞에 있던 느티나무 아래반석에서 묵고 간 일이 있다고 하여 절을 짓고 유석사라 했다.","N","","","유석사",
"62","전통사찰","03_07_11_P","5090000","CDFD1008","1988-07-21","","01","영업/정상","05","지정","","","","","054-636-5636","","","경상북도 영주시 평은면 용혈리 1104번지","경상북도 영주시 평은면 문평로 638-250","750-850","진월사","2014-12-18 18:16:07","I","2018-08-31 23:59:59","","347548.015263353","357991.474559433","0","0","","진월사는 대한불교조계종 제16교구 본사인 고운사 말사이다. 
신라 문무왕(재위 661∼681) 때 의상(義湘)대사가 창건하였다고 전해지고 있으나 확실한 유래는 알 수 없다. 
이후부터 조선 중기까지의 연혁은 전해지지 않으며 1720년(조선 숙종 46) 설신(雪信)과 계원(戒員)이 무량보전(극락전)을 중건하면서 이 절의 주불을 지장보살에서 아미타삼존불로 바꿔 봉안하고 노전도 신축하였다. 
1797년(정조 21) 계문(戒文)이 중수하였고, 1807년(순조 7) 시임(時任)과 정신(定信)이 중수하였다. 
1891년에 희민(曦玟)이, 1919년 보정(普貞)이 중수하여 오늘에 이른다. 현재 건물로 무량보전과 삼성각, 심원루, 향로전, 요사 등이 남아 있다. 특별히 전해지는 유물은 없다.","N","","","진월사",
"63","전통사찰","03_07_11_P","5090000","CDFD1009","1988-07-21","","01","영업/정상","05","지정","","","","","054-633-2322","","","경상북도 영주시 순흥면 덕현리 277번지","경상북도 영주시 순흥면 죽계로 459-99","750-812","성혈사","2013-09-11 11:11:21","I","2018-08-31 23:59:59","","337387.612510876","384343.013586121","0","0","","“성혈사”라는 이름은 절 아래 300m 쯤 성인이 나온 암굴이 있어 성혈사(聖血寺)라 명명하였다.
 성혈사에는 꽃살 창호로 유명한 나한전(羅漢殿)이 있다. 성혈사 나한전은 정면 3칸, 측면 1칸의 아담 한 단층 맞배 집으로 임진왜란 이후 중창되었다.
이 건물은 배흘림기둥으로 자연미를 살렸으며, 정면 3칸의 창호(窓戶)를 꽃창살호로 장식했다. 특히 창호의 
어칸(御門)부분은 연못에 게, 물고기, 동자상, 여의주, 기러기, 등을 조각하여 진풍경을 이루고 있다.","N","","","성혈사",
"64","전통사찰","03_07_11_P","5090000","CDFD1001","1988-07-21","","01","영업/정상","05","지정","","","","","054-633-3464","","","경상북도 영주시 부석면 북지리 148번지","경상북도 영주시 부석면 부석사로 345","750-820","부석사","2013-09-10 17:12:17","I","2018-08-31 23:59:59","","350146.990605266","389910.695105922","0","0","","부석사는 신라 문무왕 16년(676) 해동화엄종의 종조인 의상대사가 왕명으로 창건한 으뜸 사찰입니다.
대사가 당나라에 유학하고 있을 때 당 고종의 신라 침략 소식을 듣고 이를 왕에게 알리고 그가 닦은 화엄교학
(華嚴敎學)을 펴기 위해 귀국하여 이 절을 창건 우리나라 화엄사상의 발원지가 되었다고 합니다.
그런데, 이 절은 신라 화엄종의 도량(道場)임에도 불구하고 본전인 무량수전에는 아미타불(阿彌陀佛)을 주불
(主佛)로 모셨고, 무량수전 앞에 안양문(安養門)을 세웠으니 『安養』은 곧 『極樂』을 일컬음이니 이 절은 
바로 땅 위에 극락세계를 옮겨 놓은 격이 되는 것입니다. 부석사라 이름하게 됨은 무량수전(無量壽殿) 서쪽에 큰 바위가 있는데, 이 바위는 아래의 바위와 서로 붙지 않고 떠 있어 '뜬돌'이라 부른데서 연유하였다고 합니다. 1916년 해체 보수시 발견된 묵서명에 의하면 고려 초기에 무량수전 등을 중창하였으나, 공민왕 7년(1358) 적의 병화를 당하여 우왕 2년(1376) 무량수전이 재건되고, 우왕3년(1377) 조사당(祖師堂)이 재건되었다고 적혀 있습니다.","N","","","부석사",
